id,candidate_id,candidate_number,full_name_ar,full_name_en,governorate,electoral_district,party_affiliation,coalition,gender,incumbent,photo_url,biography,email,phone,election_year,data_source,created_at,updated_at,is_active
,2025_6127_الحلة,6127,المرشح العراقي 6127,Iraqi Candidate 6127,الحلة,,العزم,,ذكر,,,,,,2025,,,,
,2025_6128_أربيل,6128,المرشح العراقي 6128,Iraqi Candidate 6128,أربيل,,العزم,,ذكر,,,,,,2025,,,,
,2025_6129_صلاح الدين,6129,المرشح العراقي 6129,Iraqi Candidate 6129,صلاح الدين,,تقدم,,ذكر,,,,,,2025,,,,
,2025_6130_ديالى,6130,المرشح العراقي 6130,Iraqi Candidate 6130,ديالى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_6131_الأنبار,6131,المرشح العراقي 6131,Iraqi Candidate 6131,الأنبار,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_6132_نينوى,6132,المرشح العراقي 6132,Iraqi Candidate 6132,نينوى,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_6133_نجف,6133,المرشح العراقي 6133,Iraqi Candidate 6133,نجف,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_6134_كركوك,6134,المرشح العراقي 6134,Iraqi Candidate 6134,كركوك,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_6135_كربلاء,6135,المرشح العراقي 6135,Iraqi Candidate 6135,كربلاء,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6136_الحلة,6136,المرشح العراقي 6136,Iraqi Candidate 6136,الحلة,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6137_السليمانية,6137,المرشح العراقي 6137,Iraqi Candidate 6137,السليمانية,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_6138_ديالى,6138,المرشح العراقي 6138,Iraqi Candidate 6138,ديالى,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_6139_بابل,6139,المرشح العراقي 6139,Iraqi Candidate 6139,بابل,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_6140_ميسان,6140,المرشح العراقي 6140,Iraqi Candidate 6140,ميسان,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_6141_أربيل,6141,المرشح العراقي 6141,Iraqi Candidate 6141,أربيل,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_6142_الحلة,6142,المرشح العراقي 6142,Iraqi Candidate 6142,الحلة,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_6143_أربيل,6143,المرشح العراقي 6143,Iraqi Candidate 6143,أربيل,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6144_المثنى,6144,المرشح العراقي 6144,Iraqi Candidate 6144,المثنى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_6145_السليمانية,6145,المرشح العراقي 6145,Iraqi Candidate 6145,السليمانية,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_6146_الأنبار,6146,المرشح العراقي 6146,Iraqi Candidate 6146,الأنبار,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6147_الأنبار,6147,المرشح العراقي 6147,Iraqi Candidate 6147,الأنبار,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_6148_ذي قار,6148,المرشح العراقي 6148,Iraqi Candidate 6148,ذي قار,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6149_بغداد,6149,المرشح العراقي 6149,Iraqi Candidate 6149,بغداد,,تقدم,,ذكر,,,,,,2025,,,,
,2025_6150_كركوك,6150,المرشح العراقي 6150,Iraqi Candidate 6150,كركوك,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6151_الأنبار,6151,المرشح العراقي 6151,Iraqi Candidate 6151,الأنبار,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_6152_القادسية,6152,المرشح العراقي 6152,Iraqi Candidate 6152,القادسية,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_6153_كركوك,6153,المرشح العراقي 6153,Iraqi Candidate 6153,كركوك,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_6154_البصرة,6154,المرشح العراقي 6154,Iraqi Candidate 6154,البصرة,,العزم,,أنثى,,,,,,2025,,,,
,2025_6155_أربيل,6155,المرشح العراقي 6155,Iraqi Candidate 6155,أربيل,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6156_واسط,6156,المرشح العراقي 6156,Iraqi Candidate 6156,واسط,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_6157_السليمانية,6157,المرشح العراقي 6157,Iraqi Candidate 6157,السليمانية,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6158_السليمانية,6158,المرشح العراقي 6158,Iraqi Candidate 6158,السليمانية,,العزم,,ذكر,,,,,,2025,,,,
,2025_6159_الحلة,6159,المرشح العراقي 6159,Iraqi Candidate 6159,الحلة,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6160_واسط,6160,المرشح العراقي 6160,Iraqi Candidate 6160,واسط,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6161_كركوك,6161,المرشح العراقي 6161,Iraqi Candidate 6161,كركوك,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6162_ميسان,6162,المرشح العراقي 6162,Iraqi Candidate 6162,ميسان,,العزم,,أنثى,,,,,,2025,,,,
,2025_6163_البصرة,6163,المرشح العراقي 6163,Iraqi Candidate 6163,البصرة,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_6164_السليمانية,6164,المرشح العراقي 6164,Iraqi Candidate 6164,السليمانية,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_6165_السليمانية,6165,المرشح العراقي 6165,Iraqi Candidate 6165,السليمانية,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6166_نينوى,6166,المرشح العراقي 6166,Iraqi Candidate 6166,نينوى,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_6167_كركوك,6167,المرشح العراقي 6167,Iraqi Candidate 6167,كركوك,,العزم,,أنثى,,,,,,2025,,,,
,2025_6168_ديالى,6168,المرشح العراقي 6168,Iraqi Candidate 6168,ديالى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_6169_بابل,6169,المرشح العراقي 6169,Iraqi Candidate 6169,بابل,,النصر,,أنثى,,,,,,2025,,,,
,2025_6170_ديالى,6170,المرشح العراقي 6170,Iraqi Candidate 6170,ديالى,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_6171_دهوك,6171,المرشح العراقي 6171,Iraqi Candidate 6171,دهوك,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6172_بابل,6172,المرشح العراقي 6172,Iraqi Candidate 6172,بابل,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_6173_كربلاء,6173,المرشح العراقي 6173,Iraqi Candidate 6173,كربلاء,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_6174_الحلة,6174,المرشح العراقي 6174,Iraqi Candidate 6174,الحلة,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_6175_ميسان,6175,المرشح العراقي 6175,Iraqi Candidate 6175,ميسان,,العزم,,أنثى,,,,,,2025,,,,
,2025_6176_ديالى,6176,المرشح العراقي 6176,Iraqi Candidate 6176,ديالى,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6177_دهوك,6177,المرشح العراقي 6177,Iraqi Candidate 6177,دهوك,,الفتح,,ذكر,,,,,,2025,,,,
,2025_6178_صلاح الدين,6178,المرشح العراقي 6178,Iraqi Candidate 6178,صلاح الدين,,العزم,,ذكر,,,,,,2025,,,,
,2025_6179_أربيل,6179,المرشح العراقي 6179,Iraqi Candidate 6179,أربيل,,النصر,,ذكر,,,,,,2025,,,,
,2025_6180_واسط,6180,المرشح العراقي 6180,Iraqi Candidate 6180,واسط,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6181_بغداد,6181,المرشح العراقي 6181,Iraqi Candidate 6181,بغداد,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6182_الحلة,6182,المرشح العراقي 6182,Iraqi Candidate 6182,الحلة,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_6183_بغداد,6183,المرشح العراقي 6183,Iraqi Candidate 6183,بغداد,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6184_دهوك,6184,المرشح العراقي 6184,Iraqi Candidate 6184,دهوك,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6185_كركوك,6185,المرشح العراقي 6185,Iraqi Candidate 6185,كركوك,,النصر,,أنثى,,,,,,2025,,,,
,2025_6186_بغداد,6186,المرشح العراقي 6186,Iraqi Candidate 6186,بغداد,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6187_واسط,6187,المرشح العراقي 6187,Iraqi Candidate 6187,واسط,,النصر,,ذكر,,,,,,2025,,,,
,2025_6188_الحلة,6188,المرشح العراقي 6188,Iraqi Candidate 6188,الحلة,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_6189_البصرة,6189,المرشح العراقي 6189,Iraqi Candidate 6189,البصرة,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_6190_الأنبار,6190,المرشح العراقي 6190,Iraqi Candidate 6190,الأنبار,,الفتح,,ذكر,,,,,,2025,,,,
,2025_6191_الحلة,6191,المرشح العراقي 6191,Iraqi Candidate 6191,الحلة,,النصر,,أنثى,,,,,,2025,,,,
,2025_6192_السليمانية,6192,المرشح العراقي 6192,Iraqi Candidate 6192,السليمانية,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6193_المثنى,6193,المرشح العراقي 6193,Iraqi Candidate 6193,المثنى,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6194_بغداد,6194,المرشح العراقي 6194,Iraqi Candidate 6194,بغداد,,العزم,,ذكر,,,,,,2025,,,,
,2025_6195_البصرة,6195,المرشح العراقي 6195,Iraqi Candidate 6195,البصرة,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6196_كركوك,6196,المرشح العراقي 6196,Iraqi Candidate 6196,كركوك,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_6197_كربلاء,6197,المرشح العراقي 6197,Iraqi Candidate 6197,كربلاء,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_6198_السليمانية,6198,المرشح العراقي 6198,Iraqi Candidate 6198,السليمانية,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6199_الحلة,6199,المرشح العراقي 6199,Iraqi Candidate 6199,الحلة,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6200_أربيل,6200,المرشح العراقي 6200,Iraqi Candidate 6200,أربيل,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_6201_ذي قار,6201,المرشح العراقي 6201,Iraqi Candidate 6201,ذي قار,,العزم,,ذكر,,,,,,2025,,,,
,2025_6202_كربلاء,6202,المرشح العراقي 6202,Iraqi Candidate 6202,كربلاء,,النصر,,ذكر,,,,,,2025,,,,
,2025_6203_دهوك,6203,المرشح العراقي 6203,Iraqi Candidate 6203,دهوك,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6204_المثنى,6204,المرشح العراقي 6204,Iraqi Candidate 6204,المثنى,,دولة القانون,,ذكر,,,,,,2025,,,,
,2025_6205_صلاح الدين,6205,المرشح العراقي 6205,Iraqi Candidate 6205,صلاح الدين,,سائرون,,ذكر,,,,,,2025,,,,
,2025_6206_دهوك,6206,المرشح العراقي 6206,Iraqi Candidate 6206,دهوك,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6207_بغداد,6207,المرشح العراقي 6207,Iraqi Candidate 6207,بغداد,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_6208_نينوى,6208,المرشح العراقي 6208,Iraqi Candidate 6208,نينوى,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_6209_بابل,6209,المرشح العراقي 6209,Iraqi Candidate 6209,بابل,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6210_السليمانية,6210,المرشح العراقي 6210,Iraqi Candidate 6210,السليمانية,,العزم,,أنثى,,,,,,2025,,,,
,2025_6211_القادسية,6211,المرشح العراقي 6211,Iraqi Candidate 6211,القادسية,,العزم,,ذكر,,,,,,2025,,,,
,2025_6212_بابل,6212,المرشح العراقي 6212,Iraqi Candidate 6212,بابل,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6213_بغداد,6213,المرشح العراقي 6213,Iraqi Candidate 6213,بغداد,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_6214_القادسية,6214,المرشح العراقي 6214,Iraqi Candidate 6214,القادسية,,العزم,,ذكر,,,,,,2025,,,,
,2025_6215_بغداد,6215,المرشح العراقي 6215,Iraqi Candidate 6215,بغداد,,الحكمة,,ذكر,,,,,,2025,,,,
,2025_6216_بغداد,6216,المرشح العراقي 6216,Iraqi Candidate 6216,بغداد,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6217_السليمانية,6217,المرشح العراقي 6217,Iraqi Candidate 6217,السليمانية,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6218_نجف,6218,المرشح العراقي 6218,Iraqi Candidate 6218,نجف,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_6219_بغداد,6219,المرشح العراقي 6219,Iraqi Candidate 6219,بغداد,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6220_دهوك,6220,المرشح العراقي 6220,Iraqi Candidate 6220,دهوك,,النصر,,ذكر,,,,,,2025,,,,
,2025_6221_صلاح الدين,6221,المرشح العراقي 6221,Iraqi Candidate 6221,صلاح الدين,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6222_بغداد,6222,المرشح العراقي 6222,Iraqi Candidate 6222,بغداد,,العزم,,أنثى,,,,,,2025,,,,
,2025_6223_ميسان,6223,المرشح العراقي 6223,Iraqi Candidate 6223,ميسان,,تقدم,,ذكر,,,,,,2025,,,,
,2025_6224_نينوى,6224,المرشح العراقي 6224,Iraqi Candidate 6224,نينوى,,العزم,,أنثى,,,,,,2025,,,,
,2025_6225_الحلة,6225,المرشح العراقي 6225,Iraqi Candidate 6225,الحلة,,العزم,,أنثى,,,,,,2025,,,,
,2025_6226_كربلاء,6226,المرشح العراقي 6226,Iraqi Candidate 6226,كربلاء,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6227_دهوك,6227,المرشح العراقي 6227,Iraqi Candidate 6227,دهوك,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_6228_بغداد,6228,المرشح العراقي 6228,Iraqi Candidate 6228,بغداد,,سائرون,,ذكر,,,,,,2025,,,,
,2025_6229_الأنبار,6229,المرشح العراقي 6229,Iraqi Candidate 6229,الأنبار,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_6230_البصرة,6230,المرشح العراقي 6230,Iraqi Candidate 6230,البصرة,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6231_القادسية,6231,المرشح العراقي 6231,Iraqi Candidate 6231,القادسية,,الوطنية,,أنثى,,,,,,2025,,,,
,2025_6232_أربيل,6232,المرشح العراقي 6232,Iraqi Candidate 6232,أربيل,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6233_الأنبار,6233,المرشح العراقي 6233,Iraqi Candidate 6233,الأنبار,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6234_السليمانية,6234,المرشح العراقي 6234,Iraqi Candidate 6234,السليمانية,,النصر,,أنثى,,,,,,2025,,,,
,2025_6235_ميسان,6235,المرشح العراقي 6235,Iraqi Candidate 6235,ميسان,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6236_نينوى,6236,المرشح العراقي 6236,Iraqi Candidate 6236,نينوى,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_6237_بغداد,6237,المرشح العراقي 6237,Iraqi Candidate 6237,بغداد,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_6238_المثنى,6238,المرشح العراقي 6238,Iraqi Candidate 6238,المثنى,,تقدم,,ذكر,,,,,,2025,,,,
,2025_6239_دهوك,6239,المرشح العراقي 6239,Iraqi Candidate 6239,دهوك,,الفتح,,ذكر,,,,,,2025,,,,
,2025_6240_ميسان,6240,المرشح العراقي 6240,Iraqi Candidate 6240,ميسان,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_6241_نجف,6241,المرشح العراقي 6241,Iraqi Candidate 6241,نجف,,تحالف السيادة,,ذكر,,,,,,2025,,,,
,2025_6242_القادسية,6242,المرشح العراقي 6242,Iraqi Candidate 6242,القادسية,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6243_البصرة,6243,المرشح العراقي 6243,Iraqi Candidate 6243,البصرة,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6244_الأنبار,6244,المرشح العراقي 6244,Iraqi Candidate 6244,الأنبار,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_6245_كربلاء,6245,المرشح العراقي 6245,Iraqi Candidate 6245,كربلاء,,العزم,,أنثى,,,,,,2025,,,,
,2025_6246_كربلاء,6246,المرشح العراقي 6246,Iraqi Candidate 6246,كربلاء,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6247_بغداد,6247,المرشح العراقي 6247,Iraqi Candidate 6247,بغداد,,النصر,,ذكر,,,,,,2025,,,,
,2025_6248_دهوك,6248,المرشح العراقي 6248,Iraqi Candidate 6248,دهوك,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6249_البصرة,6249,المرشح العراقي 6249,Iraqi Candidate 6249,البصرة,,تقدم,,أنثى,,,,,,2025,,,,
,2025_6250_صلاح الدين,6250,المرشح العراقي 6250,Iraqi Candidate 6250,صلاح الدين,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6251_واسط,6251,المرشح العراقي 6251,Iraqi Candidate 6251,واسط,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6252_بابل,6252,المرشح العراقي 6252,Iraqi Candidate 6252,بابل,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6253_بابل,6253,المرشح العراقي 6253,Iraqi Candidate 6253,بابل,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6254_القادسية,6254,المرشح العراقي 6254,Iraqi Candidate 6254,القادسية,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6255_السليمانية,6255,المرشح العراقي 6255,Iraqi Candidate 6255,السليمانية,,النصر,,أنثى,,,,,,2025,,,,
,2025_6256_ذي قار,6256,المرشح العراقي 6256,Iraqi Candidate 6256,ذي قار,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6257_ميسان,6257,المرشح العراقي 6257,Iraqi Candidate 6257,ميسان,,الفتح,,ذكر,,,,,,2025,,,,
,2025_6258_ميسان,6258,المرشح العراقي 6258,Iraqi Candidate 6258,ميسان,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6259_ميسان,6259,المرشح العراقي 6259,Iraqi Candidate 6259,ميسان,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_6260_دهوك,6260,المرشح العراقي 6260,Iraqi Candidate 6260,دهوك,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6261_واسط,6261,المرشح العراقي 6261,Iraqi Candidate 6261,واسط,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6262_نينوى,6262,المرشح العراقي 6262,Iraqi Candidate 6262,نينوى,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6263_نجف,6263,المرشح العراقي 6263,Iraqi Candidate 6263,نجف,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_6264_بغداد,6264,المرشح العراقي 6264,Iraqi Candidate 6264,بغداد,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_6265_ذي قار,6265,المرشح العراقي 6265,Iraqi Candidate 6265,ذي قار,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6266_كربلاء,6266,المرشح العراقي 6266,Iraqi Candidate 6266,كربلاء,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6267_ديالى,6267,المرشح العراقي 6267,Iraqi Candidate 6267,ديالى,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6268_ديالى,6268,المرشح العراقي 6268,Iraqi Candidate 6268,ديالى,,العزم,,ذكر,,,,,,2025,,,,
,2025_6269_ديالى,6269,المرشح العراقي 6269,Iraqi Candidate 6269,ديالى,,الحزب الديمقراطي الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6270_أربيل,6270,المرشح العراقي 6270,Iraqi Candidate 6270,أربيل,,النصر,,أنثى,,,,,,2025,,,,
,2025_6271_ذي قار,6271,المرشح العراقي 6271,Iraqi Candidate 6271,ذي قار,,النصر,,أنثى,,,,,,2025,,,,
,2025_6272_واسط,6272,المرشح العراقي 6272,Iraqi Candidate 6272,واسط,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6273_كركوك,6273,المرشح العراقي 6273,Iraqi Candidate 6273,كركوك,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6274_القادسية,6274,المرشح العراقي 6274,Iraqi Candidate 6274,القادسية,,النصر,,أنثى,,,,,,2025,,,,
,2025_6275_المثنى,6275,المرشح العراقي 6275,Iraqi Candidate 6275,المثنى,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6276_نينوى,6276,المرشح العراقي 6276,Iraqi Candidate 6276,نينوى,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6277_ذي قار,6277,المرشح العراقي 6277,Iraqi Candidate 6277,ذي قار,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6278_بغداد,6278,المرشح العراقي 6278,Iraqi Candidate 6278,بغداد,,الحزب الشيوعي العراقي,,ذكر,,,,,,2025,,,,
,2025_6279_ميسان,6279,المرشح العراقي 6279,Iraqi Candidate 6279,ميسان,,سائرون,,ذكر,,,,,,2025,,,,
,2025_6280_السليمانية,6280,المرشح العراقي 6280,Iraqi Candidate 6280,السليمانية,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6281_دهوك,6281,المرشح العراقي 6281,Iraqi Candidate 6281,دهوك,,الفتح,,ذكر,,,,,,2025,,,,
,2025_6282_كربلاء,6282,المرشح العراقي 6282,Iraqi Candidate 6282,كربلاء,,العزم,,ذكر,,,,,,2025,,,,
,2025_6283_كركوك,6283,المرشح العراقي 6283,Iraqi Candidate 6283,كركوك,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_6284_بغداد,6284,المرشح العراقي 6284,Iraqi Candidate 6284,بغداد,,النصر,,أنثى,,,,,,2025,,,,
,2025_6285_دهوك,6285,المرشح العراقي 6285,Iraqi Candidate 6285,دهوك,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6286_الحلة,6286,المرشح العراقي 6286,Iraqi Candidate 6286,الحلة,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6287_صلاح الدين,6287,المرشح العراقي 6287,Iraqi Candidate 6287,صلاح الدين,,تقدم,,أنثى,,,,,,2025,,,,
,2025_6288_بغداد,6288,المرشح العراقي 6288,Iraqi Candidate 6288,بغداد,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_6289_الأنبار,6289,المرشح العراقي 6289,Iraqi Candidate 6289,الأنبار,,العزم,,أنثى,,,,,,2025,,,,
,2025_6290_ديالى,6290,المرشح العراقي 6290,Iraqi Candidate 6290,ديالى,,العزم,,أنثى,,,,,,2025,,,,
,2025_6291_ميسان,6291,المرشح العراقي 6291,Iraqi Candidate 6291,ميسان,,تحالف عزم,,أنثى,,,,,,2025,,,,
,2025_6292_بغداد,6292,المرشح العراقي 6292,Iraqi Candidate 6292,بغداد,,حركة امتداد,,أنثى,,,,,,2025,,,,
,2025_6293_البصرة,6293,المرشح العراقي 6293,Iraqi Candidate 6293,البصرة,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_6294_المثنى,6294,المرشح العراقي 6294,Iraqi Candidate 6294,المثنى,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6295_أربيل,6295,المرشح العراقي 6295,Iraqi Candidate 6295,أربيل,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6296_الحلة,6296,المرشح العراقي 6296,Iraqi Candidate 6296,الحلة,,دولة القانون,,أنثى,,,,,,2025,,,,
,2025_6297_كركوك,6297,المرشح العراقي 6297,Iraqi Candidate 6297,كركوك,,تحالف عزم,,ذكر,,,,,,2025,,,,
,2025_6298_كركوك,6298,المرشح العراقي 6298,Iraqi Candidate 6298,كركوك,,سائرون,,أنثى,,,,,,2025,,,,
,2025_6299_كربلاء,6299,المرشح العراقي 6299,Iraqi Candidate 6299,كربلاء,,النصر,,أنثى,,,,,,2025,,,,
,2025_6300_صلاح الدين,6300,المرشح العراقي 6300,Iraqi Candidate 6300,صلاح الدين,,حركة امتداد,,ذكر,,,,,,2025,,,,
,2025_6301_السليمانية,6301,المرشح العراقي 6301,Iraqi Candidate 6301,السليمانية,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6302_القادسية,6302,المرشح العراقي 6302,Iraqi Candidate 6302,القادسية,,تقدم,,أنثى,,,,,,2025,,,,
,2025_6303_نجف,6303,المرشح العراقي 6303,Iraqi Candidate 6303,نجف,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6304_بابل,6304,المرشح العراقي 6304,Iraqi Candidate 6304,بابل,,الحزب الديمقراطي الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6305_بابل,6305,المرشح العراقي 6305,Iraqi Candidate 6305,بابل,,تقدم,,أنثى,,,,,,2025,,,,
,2025_6306_دهوك,6306,المرشح العراقي 6306,Iraqi Candidate 6306,دهوك,,الفتح,,أنثى,,,,,,2025,,,,
,2025_6307_الأنبار,6307,المرشح العراقي 6307,Iraqi Candidate 6307,الأنبار,,تقدم,,أنثى,,,,,,2025,,,,
,2025_6308_الحلة,6308,المرشح العراقي 6308,Iraqi Candidate 6308,الحلة,,العزم,,ذكر,,,,,,2025,,,,
,2025_6309_الأنبار,6309,المرشح العراقي 6309,Iraqi Candidate 6309,الأنبار,,تحالف السيادة,,أنثى,,,,,,2025,,,,
,2025_6310_بابل,6310,المرشح العراقي 6310,Iraqi Candidate 6310,بابل,,الحكمة,,أنثى,,,,,,2025,,,,
,2025_6311_البصرة,6311,المرشح العراقي 6311,Iraqi Candidate 6311,البصرة,,الحزب الشيوعي العراقي,,أنثى,,,,,,2025,,,,
,2025_6312_بابل,6312,المرشح العراقي 6312,Iraqi Candidate 6312,بابل,,الوطنية,,ذكر,,,,,,2025,,,,
,2025_6313_السليمانية,6313,المرشح العراقي 6313,Iraqi Candidate 6313,السليمانية,,سائرون,,ذكر,,,,,,2025,,,,
,2025_6314_صلاح الدين,6314,المرشح العراقي 6314,Iraqi Candidate 6314,صلاح الدين,,الاتحاد الوطني الكردستاني,,ذكر,,,,,,2025,,,,
,2025_6315_ديالى,6315,المرشح العراقي 6315,Iraqi Candidate 6315,ديالى,,الاتحاد الوطني الكردستاني,,أنثى,,,,,,2025,,,,
,2025_6316_ميسان,6316,المرشح العراقي 6316,Iraqi Candidate 6316,ميسان,,تحالف السيادة,,ذكر,,,,,,2025,,,,
